1, 41668455
2, 44438383
3, 43723765
4, 42678564
5, 44579918
6, 44212610
7, 41528704
8, 42660368
9, 43190472
10, 39637872
11, 42333943
12, 41943875
13, 42184169
14, 43789245
15, 43009648
16, 41552877
17, 39358276
18, 41189236
19, 41658160
20, 40320717
21, 43899736
22, 41452789
23, 40192785
24, 40972526
25, 40983923
26, 39677857
27, 41553359
28, 41058055
29, 41369793
30, 42978445
