1, 1.43939
2, 1.27329
3, 1.30999
4, 1.4595
5, 1.18979
6, 1.28894
7, 1.44835
8, 1.26465
9, 1.30239
10, 1.16113
11, 1.24962
12, 1.46707
13, 1.27797
14, 1.49133
15, 1.25692
16, 1.3334
17, 1.31688
18, 1.2514
19, 1.45951
20, 1.15147
21, 1.4532
22, 1.36554
23, 1.39519
24, 1.27582
25, 1.29766
26, 1.25313
27, 1.26729
28, 1.44053
29, 1.2742
30, 1.45465
