1, 28948614
2, 34900451
3, 33377232
4, 29241991
5, 37468689
6, 34301498
7, 28673161
8, 33733019
9, 33162414
10, 34137226
11, 33877331
12, 28590271
13, 33008850
14, 29362449
15, 34218239
16, 31163026
17, 29887457
18, 32914581
19, 28542499
20, 35016743
21, 30208909
22, 30356351
23, 28808156
24, 32114781
25, 31583047
26, 31663107
27, 32789049
28, 28502122
29, 32467350
30, 29545651
